"","nationality","tags","score","content","content_detail"
"377","Italy","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","9.6","¡°position¡±","<U+B207>positionStayed in August 2017"
"378","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","5.4","¡°Basic overpriced hotel¡±","<U+B209>Staff not very friendly. Dirty carpets. Small basic rooms with nasty smell <U+B207>Location Stayed in September 2017"
"379","Philippines","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","8.3","¡°A really convenient, fairly priced hotel to stay in Singapore.¡±","<U+B209>Like most hotels in Singapore, the rooms don't leave much room for walking but for the location (Just 15 mins away from the airport) it is great.<U+B207>Great location, surprisingly near venues like the National Stadium, National Gallery and minutes away by car to Gluttons Bay in Esplanade for the best hawker stalls. Across from the hotel you've got more homey hawkers where locals who live nearby eat. A fun thing to try there is the fresh Orange Juice vendo machine at the driveway of the hotel.Stayed in August 2017"
"380","Belgium","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Superior Queen Room<U+2022> Stayed 1 night","7.1","¡°Very good location, great swimming on the roof top¡±","<U+B209>Rooms and bathroom were not very clean. The carpet in the corridor has old stains as well.<U+B207>Very good location, great swimming on the roof topStayed in September 2017"
"381","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","10","¡°Location was very good, we walked to most places.¡±","<U+B209>Breakfast room, crowded not enough room between tables and buffet area. (This type of self service seems to bring out the worst in some people -- very rude )<U+B207>Location was very good, we walked to most places. Good value for money. Roof top pool a bonus.  Breakfast included, Very good selection of food.Stayed in August 2017"
"382","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 8 nights<U+2022> Submitted via mobile","7.9","¡°Had a brilliant time , would definitely stay at destination Singapore again. Very good value .¡±","<U+B209>The breakfast was expensive and not particularly great also there were no parasols on the rooftop pool so it meant no shade for anyone up there swimming.<U+B207>The location was brilliant, the beds were super comfy and the staff were lovely and friendly.Stayed in September 2017"
"383","USA","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","6.3","¡°It was ok nothing great . Location is good but staff was not that courteous .¡±","<U+B209>Nobody should take breakfast in package , it's not worth . Good food options and value for money just across the hotel .Stayed in September 2017"
"384","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Superior Queen Room<U+2022> Stayed 1 night","9.2","¡°Great value for money!¡±","<U+B209>A little small but it's value for money - what you pay is what you get so no complaint!<U+B207>Value for money, location - near bugis and can get to town in 10 minStayed in September 2017"
"385","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights","6.3","¡°Not as good as we expected from Booking.com website.¡±","<U+B209>Tea making facilities in the room are not the best. Very little product provided.The 'restaurant' had virtually no western choices and there are no local shops providing western choices either. The restaurant is overpriced for what it is. There is no porter service and reception is on a different floor to where vehicles drop you;  we had to get our luggage to the reception area ourselves. On checkout, we had to get our luggage to the taxi ourselves.<U+B207>The bed was quite comfortable.Stayed in September 2017"
"386","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","9.6","¡°Exceptional service, clean and accessible¡±","<U+B207>All my pre-arrival requests were granted from the extra pillows to the big bed to be pushed to the wall. Everything was in order upon arrival. Housekeeping never failed to make up our room and replenish everything everyday. Exceptional service from the front desk to f&b especially the Filipina staff at the restaurant and Stomper Lim who even voluntarily put rice on my daughter's plate upon seeing me carrying my baby.  He always checked on us every time we dine for breakfast, never failing to put a contagious smile and a pleasant demeanor. He even gave my daughter a cute souvenir pen. I won't hesitate booking here again the next time I visit sg.Stayed in September 2017"
"387","Italy","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 2 nights","6.3","¡°good location¡±","<U+B209>small room for three people , the elevators operation<U+B207>good locationStayed in August 2017"
"388","Isle of Man","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 6 nights","8.8","¡°A clean, modern hotel in a good location. Nicol Highway MRT is a 15 minute walk.¡±","<U+B209>I like my cooked breakfast hot. It was cold every morning.<U+B207>Clean and comfortableStayed in September 2017"
"389","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 1 night","9.6","¡°Close to MRT, coffee shops anything the tourists could asked for. Very nice hotel!!¡±","<U+B209>the water sink in our bathroom is not good enough, the floor became watery.<U+B207>nice view from our upper room and from rooftop pool. If we were lucky we could see the sunset also, it was very nice. Haji Lane is just around the corner, we could easily get breakfast near Kampong Glam and there's a happening coffee shop close nearby, A. R. C they open at 11/10.30 and remember they close on Monday so bad we couldn't try their cappucino. Near Sultan there's also M. A. Biasa, try their sup tulang merah! Nicholl MRT is the nearest MRT and you could easily find the hotel from Exit Gate. We really had a great time there, the staff also friendly and helpfull.Stayed in September 2017"
"390","United Arab Emirates","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 8 nights","7.1","¡°In all Good Stay¡±","<U+B209>Breakfast is highly priced, I dint have many options for India food just 2 outlets<U+B207>We had to change room as the Bed was not comfortable, but staff was quick to action and room change was satisfactoryStayed in August 2017"
"391","Sri Lanka","<U+2022> Leisure trip<U+2022> Group<U+2022> Triple Room<U+2022> Stayed 3 nights","7.9","¡°we are happy with the every this we had in the hotel but we...¡±","<U+B209>staff in the reception are not friendly. i booked through my AMEX credit card. according to the Bookings.com hotel will get the payment after we arrived to the hotel. but they made the money reservation previous day.  most vast thing is they tried to do it 2 times and my credit card provider was stopped it.  when in check that with the hotel they told me that they dint do that.  that was the bad experience. i recommend Bookings.com to not to give our credit card details to hotel and make all the payment related thing through booking. when i call from sri lanks bookings.com cusrtomer care number was not working. all the times it was telling all our staff are busy......<U+B207>we are happy with the every this we had in the hotel but we feels that breakfast to be improved with more variations.Stayed in September 2017"
"392","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","3.8","¡°Not worthy to stay¡±","<U+B209>Staffs<U+B207>NothingStayed in September 2017"
"393","Croatia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","8.3","¡°Good experience overall!¡±","<U+B209>Breakfast could have been more diverse, with more cheese and salami choice.<U+B207>Bed was really comfortable, bathroom really nice!overall the hotel looks very nice, and swimming pool on the roof is nice, if only working hours of it were longer, but it's ok.Stayed in August 2017"
"394","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","6.3","¡°It was fine.¡±","<U+B209>The hotel deducted twice the amount from my bank account and took payment from my partner. Right now I'm waiting for the bank to refund me my money.The wifi could have been stronger. (It was slow and sometimes inaccessible) The TV shows offered by the hotel was very basic and often on repeat even though it has subscription. USB drive was not recognised by the TV.The temperature of the room tends to get less cooling into the night except for the area just outside the bathroom.<U+B207>The room was clean. The bathroom was clean. (2 shower heads to choose from; one is detachable and the other non-detachable)The view at the rooftop pool is nice. It is near Golden Mile Food Centre and within it there is a selection of yummy food to choose from.Taking the public transport is very convienient. (A short walk is needed to take the train and there is a bus stop near the hotel)Stayed in September 2017"
"395","Australia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Family Room<U+2022> Stayed 7 nights<U+2022> Submitted via mobile","9.6","¡°Awesome value for money, would stay again.¡±","<U+B209>Shower grout and silicone was a bit dirty and very slow elevators.<U+B207>The room, roof top pool & staff.Stayed in August 2017"
"396","Singapore","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Queen Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.8","¡°location¡±","<U+B209>showering water too slow for bathing and receptionist not frendly.<U+B207>locationStayed in September 2017"
"397","United Kingdom","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Triple Room<U+2022> Stayed 4 nights","2.9","¡°filthy room, poor service, overcrowded¡±","<U+B209>The room was filthy, with long black hairs in the bedding and carpet, and daily room cleaning did not get rid of it.  The breakfast was awful, with almost nothing left in the buffet by 9am.  The location isn't particularly convenient, and everything (including the upstairs pool) was extremely crowded. The lifts took forever.<U+B207>Reasonably close to the MetroStayed in August 2017"
"398","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Superior Twin Room<U+2022> Stayed 3 nights","7.5","¡°Rooftop pool is great.¡±","<U+B209>Twin Beds are FIRM.<U+B207>Rooftop pool is great.  Location is fine with great access to public transport and cheap dining options nearby.Stayed in September 2017"
