"","nationality","tags","score","content","content_detail"
"353","Australia","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Great spot to take in Singapore¡±","<U+B209>N/a<U+B207>Bed was good - coverings very comfortableBathroom - goodIron and tea making very goodStayed in July 2017"
"354","Mauritius","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights","7.9","¡°No Concierge...Carry Your Own Luggage¡±","<U+B209>No Concierge Service.The queuing at the reception.Only two devices could be connected to Wifi<U+B207>BreakfastStayed in July 2017"
"355","Sri Lanka","<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights","9.2","¡°Overall the hotel was good and very clean¡±","<U+B207>Overall the hotel was good and very cleanStayed in August 2017"
"356","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Our third time stay suited our needs¡±","<U+B209>Help with bags<U+B207>Location and serviceStayed in August 2017"
"357","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°Comfortable and clean with friendly services¡±","<U+B209>The restaurant is a bit dark like cafeteria. Perhaps some nice lighting will give a warm comfortable setting<U+B207>Clean room excellent service from Vicki at the Taste restaurant who's knowledgeable about dietary needs, central location,no noisy hallways or corridors which is good for my night sleepStayed in August 2017"
"358","Vietnam","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 2 nights","9.2","¡°Very convenience location and staffs were friendly.¡±","<U+B209>Tower was a bit old and look dirty need to replace<U+B207>Very convenience location and staffs were friendly.Stayed in August 2017"
"359","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Excellent accommodation¡±","<U+B209>Can't complain<U+B207>The mobile internet and hotspot superbStayed in August 2017"
"360","Singapore","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","5.8","¡°Could be better. Pay more attention to our request.¡±","<U+B209>More towels as there is no hand towel<U+B207>CleanStayed in July 2017"
"361","Papua New Guinea","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","5.8","¡°Hotel is moreless a budget hotel¡±","<U+B209>Room is too small<U+B207>Food and free wifiStayed in July 2017"
"362","Australia","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 5 nights<U+2022> Submitted via mobile","7.9","¡°Beautiful place people are very nice , spotless city would recommend a visit arcutecture is amazing¡±","<U+B209>The room was very crampt storage space struggled to put all our clothes in the wardrobe, barley enough room to walk around the bed but it was spotless and cleaned every day , could be doing with telling you more of where to go and advertising what's going on in Singapore, a good idea would be a desk that you could go to to ask about Singapore and best places to see<U+B207>Staff were more than helpful with any request , location excellent , meals at restaurants in hotel were good value and niceStayed in July 2017"
"363","Thailand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights","4.6","¡°Only 1 staff during check-out had no skill of service¡±","<U+B209>Staff (lady) on duty during our check-out (July 30, 13:00 local time) has had no skill of service. She had no idea that the guest who was in check-out process should be completed all pending processes before serving another guests.<U+B207>Quite good location, short walk from Bugis stationStayed in July 2017"
"364","Pakistan","<U+2022> Business trip<U+2022> Group<U+2022> Special Offer - Twin Room with Extra Benefits<U+2022> Stayed 4 nights","7.1","¡°Recommended for location and¡±","<U+B209>The food was not halal. It would be ideal for growing muslim travelers.The room was very small.<U+B207>Excellent cleaning and location.Stayed in July 2017"
"365","Myanmar","<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","3.8","¡°Never go back again¡±","<U+B209>Very noisy , can't sleep very wellStayed in July 2017"
"366","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Twin Room<U+2022> Stayed 3 nights","5.4","¡°I will not use booking.com again for my reservations¡±","<U+B209>1.  During our check in we were given our room at 4:30 pm, only 1 room    is available we waited for 2.5 hrs. For the 2 rooms.2. On  my online booking part of the choice of room, breakfast was inclusive for 2 per room but during check in, according to the hotel staff, breakfast was not yet paid.  I was charged again per person during my check in. 3. I booked our rooms a month before our travel but I was immediately charged on my credit card the whole amount of the reservations (3rooms) as soon as I filled up my reservation via online.  ff<U+B207>Breakfast buffet is very good, lots of choices.Stayed in July 2017"
"367","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Staff are friendly and helpful.¡±","<U+B209>No comments<U+B207>Everything is good no commentsStayed in July 2017"
"368","Malaysia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.1","¡°Perfect location¡±","<U+B209>Downside was the size of room being too small for Travellers with children. No extra room for extra bed, hence three of us cramped in a not-so-big queen size bed. Amenities within the room could be improved considering the price we paid, for eg, slippers and toothbrush kit should have given free.<U+B207>The room was clean and modern. Bed was quite comfy. But the star of the show was the location, it was right smack in the centre of everything, so close to eateries, Malls, public transports and everything else.Stayed in July 2017"
"369","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","8.8","¡°We'll be staying with you again when we return from the UK on our way to Australis.¡±","<U+B207>We were very happy with meals we had at restaurant. We found staff to be very friendly & happy to make us welcome.Stayed in July 2017"
"370","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 6 nights<U+2022> Submitted via mobile","10","¡°Our vacation¡±","<U+B209>Nothing<U+B207>They deliver what they promise.Stayed in July 2017"
"371","India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 2 nights<U+2022> Submitted via mobile","7.5","¡°No frill arrangements¡±","<U+B209>Responsiveness for filling up toiletries upon request<U+B207>No frill arrangementsStayed in July 2017"
"372","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","7.9","¡°Enjoyed the accommodation, best staff and excellent location.¡±","<U+B209>Lifts were abit slow but did not really affect our stay.<U+B207>Friendly & helpful staff. Comfortable & clean room. Very good location to enjoy many aspects of Singapore.Stayed in July 2017"
"373","United Arab Emirates","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.8","¡°location and friendly staff ¡±","<U+B209>breakfast <U+B207>location and friendly staff Stayed in July 2017"
"374","Indonesia","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.5","¡°A hotel suitable for family trip¡±","<U+B209>The floor is not well cleaned by housekeeping<U+B207>Cozy room. Near to 7 eleven and hawker centre. Near to bus stopStayed in July 2017"
"375","Puerto Rico","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","8.3","¡°Good service¡±","<U+B209>Long line and wait for the elevator<U+B207>Good serviceStayed in July 2017"
"376","Philippines","<U+2022> Leisure trip<U+2022> Group<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°Close  to  very thing¡±","<U+B198>Breakfasts  was good<U+B200>Bed  was goodStayed in July 2017"
"377","India","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Value for money hotell¡±","<U+B198>Room size pretty small<U+B200>Breakfast and location and priceStayed in July 2017"
"378","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","10","¡°Amazing stay¡±","<U+B198>Nothing.<U+B200>Bed was extremely comfortable.  Staff wonderful and very happy to assist with bookings and information in regard to transport which is close by and food outlets.  Perfect area as everything is so convenient.  One of the best properties we have ever stayed.  Refrigerator in all rooms is certainly another bonus  plus the 7-11 located next door had everything we needed. Great property - we will be back.Stayed in July 2017"
"379","India","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night<U+2022> Submitted via mobile","8.8","¡°Best  Hotel¡±","<U+B198>Nothing<U+B200>Very good locationStayed in July 2017"
"380","Philippines","<U+2022> Leisure trip<U+2022> Family with young children<U+2022> 2 rooms<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","7.9","¡°Value for money.¡±","<U+B198>The breakfast is almost the same everyday. Could serve different kinds of food daily.<U+B200>Comfortable stay. Value for money.Stayed in July 2017"
"381","Spain","<U+2022> Business trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 1 night","7.1","¡°Good location hotel.¡±","<U+B200>Great location, comfortable facilities.Stayed in July 2017"
"382","Hungary","<U+2022> Leisure trip<U+2022> Solo traveller<U+2022> Standard Double Room<U+2022> Stayed 6 nights","8.3","¡°Very good accommodation, perfect for early risers!¡±","<U+B198>Cleaning start too early, at 7 AM! Awful!<U+B200>GOOD: Very good location and useful public transport junction. Downtown by metro 10 minutes, by walk just 20-25 minutes. Hop-on hop-off bus station nearby.Friendly staff, clean rooms, good air conditioning, free PC workstation in lobby.  BAD: Awful, the cleaning and vacuum cleaner whisper starts at 7 AM! Completely forget the late wake up!Stayed in July 2017"
"383","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Special Offer - Double Room with Extra Benefits<U+2022> Stayed 1 night<U+2022> Submitted via mobile","10","¡°Top lo ation and great value for money.¡±","<U+B198>The fact we didn't stay longer.<U+B200>Top lo ation and great value for money.  Loved Singapore.Stayed in July 2017"
"384","New Zealand","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","7.5","¡°Very Pleasant and we'd recommend this Hotel to friends wanting somewhere nice to stay if they intend¡±","<U+B200>The food was tasty. The bed comfortable and clean. The Hotel staff considerate and polite. Thank you for making our stay enjoyable.Stayed in June 2017"
"385","Indonesia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 4 nights<U+2022> Submitted via mobile","10","¡°A great hotel to choose in Singapore¡±","<U+B198>Nothing.<U+B200>The bed was very comfy and the location is perfectStayed in July 2017"
"386","Philippines","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Double Room<U+2022> Stayed 3 nights<U+2022> Submitted via mobile","4.2","¡°Lack of things.¡±","<U+B198>Lack of things. Very slow staff.Stayed in June 2017"
"387","Australia","<U+2022> Leisure trip<U+2022> Couple<U+2022> Standard Twin Room<U+2022> Stayed 2 nights","10","¡°A nice place to stay with a good price¡±","<U+B198>Nothing comes to mind<U+B200>The hotel was very clean,and everyone was very helpfulStayed in July 2017"
